1531151480925, 82.598
1531151481431, 82.706
1531151481934, 82.634
1531151482436, 82.49
1531151482939, 82.634
1531151483442, 82.49
1531151483945, 82.634
1531151484447, 82.706
1531151484950, 82.634
1531151485453, 82.634
1531151485955, 82.742
1531151486458, 82.706
1531151486960, 82.526
1531151487463, 82.382
1531151487966, 82.382
1531151488469, 82.526
1531151488971, 82.634
1531151489474, 82.634
1531151489977, 82.634
1531151490479, 82.742
1531151490982, 82.706
1531151491485, 82.634
1531151491988, 82.706
1531151492490, 84.398
1531151492993, 85.55
1531151493496, 86.27
1531151493998, 86.702
1531151494501, 86.306
1531151495004, 85.946
1531151495506, 85.334
1531151496009, 85.37
1531151496512, 85.586
1531151497015, 85.55
1531151497518, 85.082
1531151498021, 85.478
1531151498524, 85.586
1531151499027, 84.542
1531151499529, 83.75
1531151500032, 83.93
1531151500535, 84.722
1531151501038, 81.914
1531151501541, 82.994
1531151502043, 83.642
1531151502546, 83.894
1531151503049, 84.29
1531151503551, 85.01
1531151504054, 84.65
1531151504557, 80.87
1531151505059, 82.022
1531151505562, 81.662
1531151506065, 81.698
1531151506568, 81.374
1531151507070, 81.446
1531151507573, 81.446
1531151508076, 81.338
1531151508578, 81.014
1531151509081, 81.014
1531151509584, 81.23
1531151510087, 81.446
1531151510589, 81.374
1531151511092, 80.114
1531151511595, 80.366
1531151512097, 81.158
1531151512600, 84.902
1531151513103, 81.698
1531151513606, 79.79
1531151514108, 82.49
1531151514611, 81.95
1531151515114, 85.802
1531151515616, 88.682
1531151516119, 88.43
1531151516622, 88.25
1531151517124, 88.286
1531151517627, 87.926
1531151518130, 88.286
1531151518633, 88.034
1531151519135, 81.59
1531151519638, 80.906
1531151520141, 81.05
1531151520643, 81.806
1531151521146, 80.078
1531151521649, 80.006
1531151522152, 80.186
1531151522655, 80.366
1531153339355, 69.9709907133
1531153339857, 69.9407184423
1531153340360, 69.6985402747
1531153340862, 69.6682680038
1531153341365, 69.7590848166
1531153341868, 69.6985402747
1531153342370, 69.4866343781
1531153342873, 69.6379957328
1531153343376, 69.7893570876
1531153343879, 69.7893570876
1531153344382, 69.8801739004
1531153344884, 69.8499016295
1531153345387, 69.9709907133
1531153345889, 69.8499016295
1531153346392, 70.0012629842
1531153346895, 71.8478715121
1531153347398, 71.0305201965
1531153347900, 66.0658677608
1531153348403, 66.3383181994
1531153348906, 66.3988627413
1531153349409, 66.5199518251
1531153349911, 66.5199518251
1531153350414, 66.3080459284
1531153350917, 66.2475013865
1531153351420, 66.3383181994
1531153351922, 66.4291350122
1531153352425, 66.3383181994
1531153352928, 66.4291350122
1531153353431, 66.7924022636
1531153353934, 66.4291350122
1531153354436, 66.3988627413
1531153354941, 66.4896795541
1531153355443, 67.0648527021
1531153355946, 67.155669515
1531153356449, 67.155669515
1531153356951, 67.0043081602
1531153357454, 66.8226745346
1531153357957, 66.7924022636
1531153358459, 66.7924022636
1531153358962, 66.8226745346
1531153359465, 68.6692830624
1531153359968, 68.6692830624
1531153360471, 68.5784662496
1531153360975, 68.2454712692
1531153361479, 65.2787887161
1531153361982, 62.1607448084
1531153362486, 61.4342103056
1531153362989, 61.4644825766
1531153363491, 61.797477557
1531153363994, 65.5512391547
1531153364497, 67.0043081602
1531153364999, 67.4583922245
1531153365502, 67.4281199535
1531153366005, 65.7631450513
1531153366508, 60.7682203447
1531153367010, 58.0134436884
1531153367513, 57.1052755599
1531153368016, 57.3474537275
1531153368518, 57.9528991465
1531153369021, 58.7702504621
1531153369524, 62.6753734145
1531153370027, 66.1264123027
1531153370530, 67.0648527021
1531153371034, 67.6400258502
1531153371537, 68.3968326239
1531153372040, 68.8206444172
1531153372543, 69.2141839395
1531153373046, 69.2141839395
1531153373548, 69.54717892
1531153374051, 69.6985402747
1531153374554, 69.6379957328
1531153375056, 69.5774511909
1531153375559, 69.7590848166
